"acceptedScientificName","LON","LAT"
"""Parastrephia quadrangularis (Meyen) Cabrera""",-65.683333,-23.7
"""Parastrephia quadrangularis (Meyen) Cabrera""",-65.666667,-24.9
"""Parastrephia quadrangularis (Meyen) Cabrera""",-67.899389,-22.917028
"""Parastrephia quadrangularis (Meyen) Cabrera""",-67.899444,-22.916944
"""Parastrephia quadrangularis (Meyen) Cabrera""",-68.596389,-24.588611
"""Parastrephia quadrangularis (Meyen) Cabrera""",-67.4,-23.15
"""Parastrephia quadrangularis (Meyen) Cabrera""",-71.6225,-16.093055
"""Parastrephia quadrangularis (Meyen) Cabrera""",-71.575833,-16.069722
"""Parastrephia quadrangularis (Meyen) Cabrera""",-67.654792,-22.027231
"""Parastrephia quadrangularis (Meyen) Cabrera""",-66.4644,-24.2731
"""Parastrephia quadrangularis (Meyen) Cabrera""",-67.793818,-23.738772
"""Parastrephia quadrangularis (Meyen) Cabrera""",-74.083333,-15.583333
"""Parastrephia quadrangularis (Meyen) Cabrera""",-65.655,-23.695833
"""Parastrephia quadrangularis (Meyen) Cabrera""",-66.4842,-24.1028
"""Parastrephia quadrangularis (Meyen) Cabrera""",-65.7161,-22.7664
"""Parastrephia quadrangularis (Meyen) Cabrera""",-65.633333,-23.683333
"""Parastrephia quadrangularis (Meyen) Cabrera""",-67.871667,-22.925
"""Parastrephia quadrangularis (Meyen) Cabrera""",-66.168056,-22.437222
"""Parastrephia quadrangularis (Meyen) Cabrera""",-68,-22.9
"""Parastrephia quadrangularis (Meyen) Cabrera""",-67.0667,-23.0667
"""Parastrephia quadrangularis (Meyen) Cabrera""",-67.3167,-23.3167
"""Parastrephia quadrangularis (Meyen) Cabrera""",-69.462615,-18.234077
"""Parastrephia quadrangularis (Meyen) Cabrera""",-69.506462,-18.331135
"""Parastrephia quadrangularis (Meyen) Cabrera""",-69.452059,-18.201203
"""Parastrephia quadrangularis (Meyen) Cabrera""",-69.465055,-18.230474
"""Parastrephia quadrangularis (Meyen) Cabrera""",-69.669973,-18.041045
"""Parastrephia quadrangularis (Meyen) Cabrera""",-69.567539,-18.029542
"""Parastrephia quadrangularis (Meyen) Cabrera""",-67.7833,-23.75
"""Parastrephia quadrangularis (Meyen) Cabrera""",-67.4167,-23.8333
"""Parastrephia quadrangularis (Meyen) Cabrera""",-67.85,-22.9167
"""Parastrephia quadrangularis (Meyen) Cabrera""",-67.645556,-26.007778
"""Parastrephia quadrangularis (Meyen) Cabrera""",-66.893611,-27.086389
"""Parastrephia quadrangularis (Meyen) Cabrera""",-67.85,-23.233333
"""Parastrephia quadrangularis (Meyen) Cabrera""",-68.2,-21.116667
"""Parastrephia quadrangularis (Meyen) Cabrera""",-71.6425,-15.009722
"""Parastrephia quadrangularis (Meyen) Cabrera""",-66.833333,-18.583333
"""Parastrephia quadrangularis (Meyen) Cabrera""",-67.833333,-20
"""Parastrephia quadrangularis (Meyen) Cabrera""",-65.08333,-21.75
"""Parastrephia quadrangularis (Meyen) Cabrera""",-66.97,-17.63
"""Parastrephia quadrangularis (Meyen) Cabrera""",-67.03333,-17.66667
"""Parastrephia quadrangularis (Meyen) Cabrera""",-66.96666,-17.63333
"""Parastrephia quadrangularis (Meyen) Cabrera""",-67.03333,-17.66666
"""Parastrephia quadrangularis (Meyen) Cabrera""",-68.853711,-18.190642
"""Parastrephia quadrangularis (Meyen) Cabrera""",-66.366667,-19.25
"""Parastrephia quadrangularis (Meyen) Cabrera""",-68.92,-18.08
"""Parastrephia quadrangularis (Meyen) Cabrera""",-68.916667,-18.083333
"""Parastrephia quadrangularis (Meyen) Cabrera""",-69.267,-18.2
"""Parastrephia quadrangularis (Meyen) Cabrera""",-68.6,-17.01666
"""Parastrephia quadrangularis (Meyen) Cabrera""",-71.626389,-16.266945
"""Parastrephia quadrangularis (Meyen) Cabrera""",-65.4,-23.583333
"""Parastrephia quadrangularis (Meyen) Cabrera""",-65.445833,-22.969444
