"acceptedScientificName","LON","LAT"
"""Parastrephia lucida (Meyen) Cabrera""",-69.14574,-18.324394
"""Parastrephia lucida (Meyen) Cabrera""",-66.057505,-23.498594
"""Parastrephia lucida (Meyen) Cabrera""",-66.5556,-22.6128
"""Parastrephia lucida (Meyen) Cabrera""",-66.3242,-22.9094
"""Parastrephia lucida (Meyen) Cabrera""",-69.9383,-17.7683
"""Parastrephia lucida (Meyen) Cabrera""",-70.693889,-16.9875
"""Parastrephia lucida (Meyen) Cabrera""",-70.2822,-16.8675
"""Parastrephia lucida (Meyen) Cabrera""",-71.8747,-15.6089
"""Parastrephia lucida (Meyen) Cabrera""",-71.545,-15.7467
"""Parastrephia lucida (Meyen) Cabrera""",-66.6145,-17.679833
"""Parastrephia lucida (Meyen) Cabrera""",-67.793818,-23.738772
"""Parastrephia lucida (Meyen) Cabrera""",-71.18861,-15.90944
"""Parastrephia lucida (Meyen) Cabrera""",-69.3,-18.1333
"""Parastrephia lucida (Meyen) Cabrera""",-67.41666,-26.08333
"""Parastrephia lucida (Meyen) Cabrera""",-67.3,-23.3
"""Parastrephia lucida (Meyen) Cabrera""",-69.462639,-18.232459
"""Parastrephia lucida (Meyen) Cabrera""",-68.962631,-18.919222
"""Parastrephia lucida (Meyen) Cabrera""",-69.343098,-18.235286
"""Parastrephia lucida (Meyen) Cabrera""",-67.7833,-23.7333
"""Parastrephia lucida (Meyen) Cabrera""",-65.42889,-26.68056
"""Parastrephia lucida (Meyen) Cabrera""",-65.428889,-26.680556
"""Parastrephia lucida (Meyen) Cabrera""",-68,-22.3333
"""Parastrephia lucida (Meyen) Cabrera""",-66.672222,-23.406667
"""Parastrephia lucida (Meyen) Cabrera""",-68,-22.37
"""Parastrephia lucida (Meyen) Cabrera""",-68.05,-22.333333
"""Parastrephia lucida (Meyen) Cabrera""",-66.893611,-27.086389
"""Parastrephia lucida (Meyen) Cabrera""",-67.7667,-21.7167
