"acceptedScientificName","LON","LAT"
"""Margyricarpus cristatus Britton""",-74.670633,-12.702427
"""Margyricarpus cristatus Britton""",-66.15,-21.983333
"""Margyricarpus cristatus Britton""",-68.18333,-16.56666
"""Margyricarpus cristatus Britton""",-71.874722,-13.563333
"""Margyricarpus cristatus Britton""",-66.333333,-20.966667
"""Margyricarpus cristatus Britton""",-65.75,-19.583333
"""Margyricarpus cristatus Britton""",-69.716667,-17.733333
"""Margyricarpus cristatus Britton""",-68,-15.5
"""Margyricarpus cristatus Britton""",-68.15,-16.5
"""Margyricarpus cristatus Britton""",-69.6,-18.25
"""Margyricarpus cristatus Britton""",-69.67,-17.78
"""Margyricarpus cristatus Britton""",-65.23,-23.2
"""Margyricarpus cristatus Britton""",-67.69,-28.94
"""Margyricarpus cristatus Britton""",-67.68,-28.93
"""Margyricarpus cristatus Britton""",-65.79,-22.11
"""Margyricarpus cristatus Britton""",-65.22,-22.22
"""Margyricarpus cristatus Britton""",-65.93,-25.23
"""Margyricarpus cristatus Britton""",-65.72,-23.7
"""Margyricarpus cristatus Britton""",-66.41,-24.18
"""Margyricarpus cristatus Britton""",-71.354333,-14.959667
"""Margyricarpus cristatus Britton""",-65.05,-23.21
"""Margyricarpus cristatus Britton""",-65.35,-22.98
"""Margyricarpus cristatus Britton""",-65.1,-21.93333
"""Margyricarpus cristatus Britton""",-65.771389,-17.575
