"acceptedScientificName","LON","LAT"
"""Muhlenbergia peruviana (P.Beauv.) Steud.""",-66.694167,-17.568889
"""Muhlenbergia peruviana (P.Beauv.) Steud.""",-68.6817,-19.2985
"""Muhlenbergia peruviana (P.Beauv.) Steud.""",-68.68175,-19.2985
"""Muhlenbergia peruviana (P.Beauv.) Steud.""",-68.68166,-19.29833
"""Muhlenbergia peruviana (P.Beauv.) Steud.""",-69.5148,-18.2068
"""Muhlenbergia peruviana (P.Beauv.) Steud.""",-69.514805,-18.206805
"""Muhlenbergia peruviana (P.Beauv.) Steud.""",-69.51472,-18.20666
"""Muhlenbergia peruviana (P.Beauv.) Steud.""",-78.43,-6.98
"""Muhlenbergia peruviana (P.Beauv.) Steud.""",-78.47,-7.25
"""Muhlenbergia peruviana (P.Beauv.) Steud.""",-78.466667,-7.25
"""Muhlenbergia peruviana (P.Beauv.) Steud.""",-78.433333,-6.983333
"""Muhlenbergia peruviana (P.Beauv.) Steud.""",-78.833,-2.233
"""Muhlenbergia peruviana (P.Beauv.) Steud.""",-78.83333,-2.23333
"""Muhlenbergia peruviana (P.Beauv.) Steud.""",-78.4,-0.6
"""Muhlenbergia peruviana (P.Beauv.) Steud.""",-79.4,-2.7833
"""Muhlenbergia peruviana (P.Beauv.) Steud.""",-71.9,-15.616
"""Muhlenbergia peruviana (P.Beauv.) Steud.""",-79.35,-2.85
"""Muhlenbergia peruviana (P.Beauv.) Steud.""",-79.466,-3.5
"""Muhlenbergia peruviana (P.Beauv.) Steud.""",-79.46666,-3.5
"""Muhlenbergia peruviana (P.Beauv.) Steud.""",-65.26666,-22.21666
"""Muhlenbergia peruviana (P.Beauv.) Steud.""",-69.669973,-18.041045
"""Muhlenbergia peruviana (P.Beauv.) Steud.""",-69.621439,-18.003129
"""Muhlenbergia peruviana (P.Beauv.) Steud.""",-69.567539,-18.029542
"""Muhlenbergia peruviana (P.Beauv.) Steud.""",-69.576982,-18.327355
"""Muhlenbergia peruviana (P.Beauv.) Steud.""",-65.738056,-19.804167
"""Muhlenbergia peruviana (P.Beauv.) Steud.""",-65.365833,-17.56
"""Muhlenbergia peruviana (P.Beauv.) Steud.""",-78.43333,-0.65
"""Muhlenbergia peruviana (P.Beauv.) Steud.""",-66.23777,-22.90333
"""Muhlenbergia peruviana (P.Beauv.) Steud.""",-66.19527,-23.18305
"""Muhlenbergia peruviana (P.Beauv.) Steud.""",-65.059722,-30.714167
"""Muhlenbergia peruviana (P.Beauv.) Steud.""",-78.466,-0.616
"""Muhlenbergia peruviana (P.Beauv.) Steud.""",-78.46666,-0.61666
"""Muhlenbergia peruviana (P.Beauv.) Steud.""",-68.65,-15.75
"""Muhlenbergia peruviana (P.Beauv.) Steud.""",-67.98333,-16.33333
"""Muhlenbergia peruviana (P.Beauv.) Steud.""",-78.4333,-0.666666
"""Muhlenbergia peruviana (P.Beauv.) Steud.""",-79.933,-4.05
"""Muhlenbergia peruviana (P.Beauv.) Steud.""",-72.06666,-13.26666
"""Muhlenbergia peruviana (P.Beauv.) Steud.""",-69.13333,-15.05
"""Muhlenbergia peruviana (P.Beauv.) Steud.""",-68.06667,-16.5
"""Muhlenbergia peruviana (P.Beauv.) Steud.""",-79.2,-3.35
"""Muhlenbergia peruviana (P.Beauv.) Steud.""",-68.07,-16.5
